Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway MPG,City MPG,Popularity,MSRP,Total MPG,Price per HP
Buick,Encore,2016,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,26355,29.0,191
Buick,Encore,2016,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,23,155,27855,26.5,202
Buick,Encore,2017,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,24,155,31965,27.0,232
Buick,Encore,2017,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,26865,29.0,195
Buick,Encore,2017,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,24,155,30565,27.0,221
Buick,Encore,2017,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,34,28,155,25565,31.0,185
Buick,Encore,2017,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,31,26,155,27065,28.5,196
Buick,Encore,2017,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,24,155,28365,27.0,206
Buick,Encore,2017,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,30465,29.0,221
Buick,Encore,2017,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,24365,29.0,177
Buick,Encore,2017,regular unleaded,138,4,automatic,all wheel drive,4,crossover,compact,4dr suv,30,24,155,25865,27.0,187
Buick,Encore,2017,regular unleaded,138,4,automatic,front wheel drive,4,crossover,compact,4dr suv,33,25,155,29065,29.0,211
Mitsubishi,Endeavor,2008,premium unleaded (required),225,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,19,15,436,29099,17.0,129
Mitsubishi,Endeavor,2008,premium unleaded (required),225,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,22,15,436,27599,18.5,123
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,21,15,436,29999,18.0,133
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,19,15,436,31499,17.0,140
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,21,15,436,27999,18.0,124
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,21,15,436,28299,18.0,126
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,automatic,front wheel drive,4,crossover,midsize,4dr suv,21,15,436,32099,18.0,143
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,automatic,all wheel drive,4,crossover,midsize,4dr suv,19,15,436,33599,17.0,149
Hyundai,Entourage,2007,regular unleaded,242,6,automatic,front wheel drive,4,"crossover,hybrid",midsize,passenger minivan,23,16,1439,26395,19.5,109
Hyundai,Entourage,2007,regular unleaded,242,6,automatic,front wheel drive,4,diesel,midsize,passenger minivan,23,16,1439,28895,19.5,119
Hyundai,Entourage,2007,regular unleaded,242,6,automatic,front wheel drive,4,crossover,midsize,passenger minivan,23,16,1439,23895,19.5,99
Hyundai,Entourage,2008,regular unleaded,250,6,automatic,front wheel drive,4,"hatchback,performance",midsize,passenger minivan,23,16,1439,29895,19.5,120
Hyundai,Entourage,2008,regular unleaded,250,6,automatic,front wheel drive,4,crossover,midsize,passenger minivan,23,16,1439,23995,19.5,96
Buick,Envision,2016,premium unleaded (recommended),252,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,26,20,155,42070,23.0,167
Buick,Envision,2016,premium unleaded (recommended),252,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,26,20,155,44710,23.0,177
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,automatic,all wheel drive,4,"crossover,flex fuel",midsize,4dr suv,28,21,155,39570,24.5,201
Buick,Envision,2017,premium unleaded (recommended),252,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,26,20,155,44960,23.0,178
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,automatic,front wheel drive,4,"crossover,flex fuel",midsize,4dr suv,29,22,155,35870,25.5,182
Buick,Envision,2017,premium unleaded (recommended),252,4,automatic,all wheel drive,4,crossover,midsize,4dr suv,26,20,155,42320,23.0,168
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,automatic,all wheel drive,4,"crossover,flex fuel",midsize,4dr suv,28,21,155,37720,24.5,191
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,automatic,front wheel drive,4,"crossover,flex fuel",midsize,4dr suv,29,22,155,37720,25.5,191
GMC,Envoy XL,2004,regular unleaded,275,6,automatic,four wheel drive,4,high-performance,large,4dr suv,18,13,549,33570,15.5,122
GMC,Envoy XL,2004,regular unleaded,275,6,automatic,four wheel drive,4,"crossover,performance",large,4dr suv,18,13,549,38120,15.5,139
GMC,Envoy XL,2004,regular unleaded,275,6,automatic,rear wheel drive,4,"factory tuner,performance",large,4dr suv,18,13,549,31320,15.5,114
GMC,Envoy XL,2004,regular unleaded,275,6,automatic,rear wheel drive,4,flex fuel,large,4dr suv,18,13,549,35870,15.5,130
GMC,Envoy XL,2005,regular unleaded,275,6,automatic,rear wheel drive,4,flex fuel,large,4dr suv,18,13,549,33810,15.5,123
GMC,Envoy XL,2005,regular unleaded,275,6,automatic,four wheel drive,4,unspecified,large,4dr suv,17,12,549,36060,14.5,131
GMC,Envoy XL,2005,regular unleaded,300,8,automatic,rear wheel drive,4,unspecified,large,4dr suv,19,13,549,38160,16.0,127
GMC,Envoy XL,2005,regular unleaded,275,6,automatic,four wheel drive,4,crossover,large,4dr suv,17,12,549,31945,14.5,116
GMC,Envoy XL,2005,regular unleaded,300,8,automatic,four wheel drive,4,unspecified,large,4dr suv,18,13,549,40235,15.5,134
GMC,Envoy XL,2005,regular unleaded,275,6,automatic,rear wheel drive,4,hybrid,large,4dr suv,18,13,549,29695,15.5,108
GMC,Envoy XL,2006,regular unleaded,291,6,automatic,four wheel drive,4,unspecified,large,4dr suv,18,13,549,33160,15.5,114
GMC,Envoy XL,2006,regular unleaded,300,8,automatic,four wheel drive,4,luxury,large,4dr suv,18,13,549,37600,15.5,125
GMC,Envoy XL,2006,regular unleaded,291,6,automatic,four wheel drive,4,crossover,large,4dr suv,18,13,549,29630,15.5,102
GMC,Envoy XL,2006,regular unleaded,291,6,automatic,rear wheel drive,4,flex fuel,large,4dr suv,19,14,549,30910,16.5,106
GMC,Envoy XL,2006,regular unleaded,300,8,automatic,rear wheel drive,4,luxury,large,4dr suv,19,14,549,35350,16.5,118
GMC,Envoy XL,2006,regular unleaded,291,6,automatic,rear wheel drive,4,"crossover,hatchback",large,4dr suv,19,14,549,27380,16.5,94
GMC,Envoy XUV,2005,regular unleaded,275,6,automatic,four wheel drive,4,unspecified,large,4dr suv,17,12,549,36115,14.5,131
GMC,Envoy XUV,2005,regular unleaded,275,6,automatic,rear wheel drive,4,crossover,large,4dr suv,18,13,549,29780,15.5,108
GMC,Envoy XUV,2005,regular unleaded,275,6,automatic,rear wheel drive,4,unspecified,large,4dr suv,18,13,549,33865,15.5,123
GMC,Envoy XUV,2005,regular unleaded,275,6,automatic,four wheel drive,4,unspecified,large,4dr suv,17,12,549,32030,14.5,116
GMC,Envoy,2007,regular unleaded,291,6,automatic,four wheel drive,4,crossover,midsize,4dr suv,20,14,549,32960,17.0,113
GMC,Envoy,2007,regular unleaded,291,6,automatic,rear wheel drive,4,unspecified,midsize,4dr suv,20,14,549,26760,17.0,92
GMC,Envoy,2007,regular unleaded,291,6,automatic,rear wheel drive,4,flex fuel,midsize,4dr suv,20,14,549,30770,17.0,106
GMC,Envoy,2007,regular unleaded,302,8,automatic,rear wheel drive,4,"crossover,hatchback",midsize,4dr suv,20,14,549,34990,17.0,116
GMC,Envoy,2007,regular unleaded,291,6,automatic,four wheel drive,4,crossover,midsize,4dr suv,20,14,549,28950,17.0,99
GMC,Envoy,2007,regular unleaded,302,8,automatic,four wheel drive,4,unspecified,midsize,4dr suv,19,13,549,37190,16.0,123
GMC,Envoy,2008,regular unleaded,285,6,automatic,four wheel drive,4,"crossover,hatchback",midsize,4dr suv,20,14,549,34020,17.0,119
GMC,Envoy,2008,regular unleaded,285,6,automatic,rear wheel drive,4,"hatchback,performance",midsize,4dr suv,20,14,549,27980,17.0,98
GMC,Envoy,2008,regular unleaded,300,8,automatic,four wheel drive,4,unspecified,midsize,4dr suv,19,13,549,37105,16.0,124
GMC,Envoy,2008,regular unleaded,300,8,automatic,rear wheel drive,4,flex fuel,midsize,4dr suv,20,14,549,34970,17.0,117
GMC,Envoy,2008,regular unleaded,285,6,automatic,four wheel drive,4,unspecified,midsize,4dr suv,20,14,549,30115,17.0,106
GMC,Envoy,2008,regular unleaded,285,6,automatic,rear wheel drive,4,unspecified,midsize,4dr suv,20,14,549,31885,17.0,112
GMC,Envoy,2009,regular unleaded,285,6,automatic,four wheel drive,4,unspecified,midsize,4dr suv,20,14,549,35615,17.0,125
GMC,Envoy,2009,regular unleaded,300,8,automatic,rear wheel drive,4,unspecified,midsize,4dr suv,21,15,549,36535,18.0,122
GMC,Envoy,2009,regular unleaded,285,6,automatic,rear wheel drive,4,unspecified,midsize,4dr suv,20,14,549,30625,17.0,107
GMC,Envoy,2009,regular unleaded,285,6,automatic,four wheel drive,4,flex fuel,midsize,4dr suv,20,14,549,32760,17.0,115
GMC,Envoy,2009,regular unleaded,300,8,automatic,four wheel drive,4,flex fuel,midsize,4dr suv,20,14,549,38670,17.0,129
GMC,Envoy,2009,regular unleaded,285,6,automatic,rear wheel drive,4,unspecified,midsize,4dr suv,20,14,549,33480,17.0,117
Ferrari,Enzo,2003,premium unleaded (required),660,12,automated_manual,rear wheel drive,2,"exotic,high-performance",compact,coupe,12,7,2774,643330,9.5,975
Volkswagen,Eos,2014,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,flex fuel,compact,convertible,30,22,873,38325,26.0,192
Volkswagen,Eos,2014,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,crossover,compact,convertible,30,22,873,42095,26.0,210
Volkswagen,Eos,2014,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,"crossover,luxury",compact,convertible,30,22,873,35595,26.0,178
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,unspecified,compact,convertible,30,22,873,39545,26.0,198
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,unspecified,compact,convertible,30,22,873,42745,26.0,214
Volkswagen,Eos,2015,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,unspecified,compact,convertible,30,22,873,36145,26.0,181
Volkswagen,Eos,2016,premium unleaded (recommended),200,4,automated_manual,front wheel drive,2,performance,compact,convertible,30,22,873,31995,26.0,160
Suzuki,Equator,2010,regular unleaded,152,4,automatic,rear wheel drive,4,crossover,compact,extended cab pickup,22,17,481,22075,19.5,145
Suzuki,Equator,2010,regular unleaded,261,6,automatic,four wheel drive,4,performance,compact,extended cab pickup,19,15,481,25645,17.0,98
Suzuki,Equator,2010,regular unleaded,261,6,automatic,rear wheel drive,4,"hatchback,factory tuner,performance",compact,crew cab pickup,20,15,481,24775,17.5,95
Suzuki,Equator,2010,regular unleaded,261,6,automatic,four wheel drive,4,crossover,compact,crew cab pickup,19,15,481,28850,17.0,111
Suzuki,Equator,2010,regular unleaded,261,6,automatic,four wheel drive,4,"flex fuel,performance",compact,crew cab pickup,19,15,481,30900,17.0,118
Suzuki,Equator,2010,regular unleaded,152,4,manual,rear wheel drive,4,unspecified,compact,extended cab pickup,23,19,481,17520,21.0,115
Suzuki,Equator,2010,regular unleaded,261,6,automatic,rear wheel drive,4,unspecified,compact,crew cab pickup,20,15,481,25125,17.5,96
Suzuki,Equator,2010,regular unleaded,261,6,automatic,rear wheel drive,4,hatchback,compact,extended cab pickup,20,15,481,23245,17.5,89
Suzuki,Equator,2010,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,crew cab pickup,19,15,481,27825,17.0,107
Suzuki,Equator,2010,regular unleaded,152,4,manual,rear wheel drive,4,unspecified,compact,extended cab pickup,23,19,481,18825,21.0,124
Suzuki,Equator,2011,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,extended cab pickup,19,14,481,25979,16.5,100
Suzuki,Equator,2011,regular unleaded,261,6,automatic,rear wheel drive,4,performance,compact,crew cab pickup,20,15,481,25279,17.5,97
Suzuki,Equator,2011,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,crew cab pickup,19,14,481,28279,16.5,108
Suzuki,Equator,2011,regular unleaded,152,4,manual,rear wheel drive,4,unspecified,compact,extended cab pickup,23,19,481,17595,21.0,116
Suzuki,Equator,2011,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,crew cab pickup,19,14,481,29150,16.5,112
Suzuki,Equator,2011,regular unleaded,152,4,automatic,rear wheel drive,4,unspecified,compact,extended cab pickup,22,17,481,22479,19.5,148
Suzuki,Equator,2012,regular unleaded,152,4,manual,rear wheel drive,4,crossover,compact,extended cab pickup,23,19,481,19299,21.0,127
Suzuki,Equator,2012,regular unleaded,152,4,manual,rear wheel drive,4,unspecified,compact,extended cab pickup,23,19,481,17899,21.0,118
Suzuki,Equator,2012,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,crew cab pickup,19,15,481,28699,17.0,110
Suzuki,Equator,2012,regular unleaded,261,6,automatic,rear wheel drive,4,unspecified,compact,crew cab pickup,20,15,481,25699,17.5,98
Suzuki,Equator,2012,regular unleaded,152,4,automatic,rear wheel drive,4,unspecified,compact,extended cab pickup,22,17,481,22799,19.5,150
Suzuki,Equator,2012,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,crew cab pickup,19,15,481,29550,17.0,113
Suzuki,Equator,2012,regular unleaded,261,6,automatic,four wheel drive,4,unspecified,compact,extended cab pickup,19,14,481,26299,16.5,101
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,all wheel drive,4,"crossover,flex fuel",compact,4dr suv,29,20,1385,26270,24.5,144
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,32,22,1385,26170,27.0,144
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,all wheel drive,4,"crossover,flex fuel",compact,4dr suv,29,20,1385,27920,24.5,153
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,32,22,1385,28170,27.0,155
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,32,22,1385,31920,27.0,175
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,all wheel drive,4,"crossover,flex fuel",compact,4dr suv,29,20,1385,33670,24.5,185
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,32,22,1385,24520,27.0,135
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,front wheel drive,4,"crossover,flex fuel",compact,4dr suv,32,22,1385,22120,27.0,122
Chevrolet,Equinox,2015,regular unleaded,182,4,automatic,all wheel drive,4,"crossover,flex fuel",compact,4dr suv,29,20,1385,29920,24.5,164
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,22600,27.0,124
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,29,20,1385,31490,24.5,173
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,29740,27.0,163
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,29,20,1385,26960,24.5,148
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,29,20,1385,28200,24.5,155
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,25210,27.0,139
Chevrolet,Equinox,2016,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,26450,27.0,145
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,25510,27.0,140
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,28,20,1385,27260,24.0,150
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,26750,27.0,147
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,23100,27.0,127
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,28,20,1385,31790,24.0,175
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,front wheel drive,4,crossover,compact,4dr suv,32,22,1385,30040,27.0,165
Chevrolet,Equinox,2017,regular unleaded,182,4,automatic,all wheel drive,4,crossover,compact,4dr suv,28,20,1385,28500,24.0,157
Hyundai,Equus,2014,premium unleaded (recommended),429,8,automatic,rear wheel drive,4,"luxury,high-performance",large,sedan,23,15,1439,61250,19.0,143
Hyundai,Equus,2014,premium unleaded (recommended),429,8,automatic,rear wheel drive,4,"luxury,high-performance",large,sedan,23,15,1439,68500,19.0,160
Hyundai,Equus,2015,premium unleaded (recommended),429,8,automatic,rear wheel drive,4,"luxury,high-performance",large,sedan,23,15,1439,61500,19.0,143
Hyundai,Equus,2015,premium unleaded (recommended),429,8,automatic,rear wheel drive,4,"luxury,high-performance",large,sedan,23,15,1439,68750,19.0,160
Hyundai,Equus,2016,premium unleaded (recommended),429,8,automatic,rear wheel drive,4,"luxury,high-performance",large,sedan,23,15,1439,68750,19.0,160
Hyundai,Equus,2016,premium unleaded (recommended),429,8,automatic,rear wheel drive,4,"luxury,high-performance",large,sedan,23,15,1439,61500,19.0,143
Lexus,ES 300h,2015,regular unleaded,200,4,automatic,front wheel drive,4,"luxury,hybrid",midsize,sedan,39,40,454,40580,39.5,203
Lexus,ES 300h,2016,regular unleaded,200,4,automatic,front wheel drive,4,"luxury,hybrid",midsize,sedan,39,40,454,41020,39.5,205
Lexus,ES 300h,2017,regular unleaded,200,4,automatic,front wheel drive,4,"luxury,hybrid",midsize,sedan,39,40,454,41820,39.5,209
Lexus,ES 300,2001,premium unleaded (required),210,6,automatic,front wheel drive,4,luxury,midsize,sedan,24,17,454,31505,20.5,150
Lexus,ES 300,2002,regular unleaded,210,6,automatic,front wheel drive,4,luxury,midsize,sedan,27,18,454,31505,22.5,150
Lexus,ES 300,2003,regular unleaded,210,6,automatic,front wheel drive,4,luxury,midsize,sedan,27,18,454,31725,22.5,151
Lexus,ES 330,2004,regular unleaded,225,6,automatic,front wheel drive,4,luxury,midsize,sedan,27,18,454,31725,22.5,141
Lexus,ES 330,2005,regular unleaded,225,6,automatic,front wheel drive,4,luxury,midsize,sedan,27,18,454,32175,22.5,143
Lexus,ES 330,2006,regular unleaded,218,6,automatic,front wheel drive,4,luxury,midsize,sedan,27,18,454,32300,22.5,148
Lexus,ES 350,2015,regular unleaded,268,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,31,21,454,37700,26.0,141
Lexus,ES 350,2015,regular unleaded,268,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,31,21,454,40440,26.0,151
Lexus,ES 350,2016,regular unleaded,268,6,automatic,front wheel drive,4,"luxury,performance",midsize,sedan,31,21,454,38100,26.0,142
